txHash,tokenId,class,breedCount,withPrice,withPriceUsd,timestamp,numJapan,numMystic,numXmas,level,shouldAscend,part1,part2,part3,part4,part5,part6,summer2022,agamogenesis
"0x8156d634085fdd520c7ea15db2527e87c3474d4c273b01bc60d9efb272a8e616,2750866,Bird,3.0,""0,00080456"",""3,17"",2024-05-27 11:13:34,0,0,0,1.0,0.0,eyes-neo,mouth-little-owl,ears-owl,horn-cuckoo,back-pigeon-post,tail-the-last-one,0.0,0.0"
"0xb3756590a0d08e869062351301b38f173b0810a51f4f9d97d8d8748c4d3ee200,2481378,Plant,2.0,""0,0009"",""3,54"",2024-05-27 11:13:22,0,0,0,1.0,0.0,eyes-papi,mouth-serious,ears-rosa,horn-leaf-bug,back-watering-can,tail-fish-snack,0.0,0.0"
"0x36e1ee0f23e98d4fa10515059d44e89ce4d8523b73a0ec19ae2d9da3f3de51be,2154949,Aquatic,2.0,""0,00080229"",""3,16"",2024-05-27 11:13:22,0,0,0,1.0,0.0,eyes-clear,mouth-kotaro,ears-inkling,horn-oranda,back-balloon,tail-koi,0.0,0.0"
"0x9ea272ae8872efa8c9a72edfb6e2757f5a0f87aad7bd48dd997311644c85eac5,6193305,Beast,3.0,""0,000999"",""3,93"",2024-05-27 11:12:55,0,0,0,1.0,0.0,eyes-chubby,mouth-nut-cracker,ears-nyan,horn-imp,back-ronin,tail-nut-cracker,0.0,0.0"
"0x95578a49ad0a8b9469ebf2180b96ef902fdf05ff109475bec5ef4d9fb073329a,11416445,Beast,1.0,""0,006"",""23,6"",2024-05-27 11:12:52,0,0,0,11.0,0.0,eyes-chubby,mouth-bubble-fish,ears-ear-breathing,horn-pocky,back-beach-ball,tail-cotton-candy,1.0,0.0"
"0xb43c342977463e4dd48a4a4fca601404adfadf09f3a41c05fcc29de6e7b16a84,7812663,Plant,3.0,""0,00116203"",""4,57"",2024-05-27 11:12:43,0,0,0,9.0,1.0,eyes-kotaro,mouth-cute-bunny,ears-leafy,horn-leaf-bug,back-pumpkin,tail-yam,0.0,0.0"
"0xc0cfec1f9f8a0a86cb8e460acd16da62b5deda693de9bedcad10e2ef4bea419d,1216661,Aquatic,4.0,""0,0011"",""4,33"",2024-05-27 11:12:40,0,0,0,5.0,0.0,eyes-chubby,mouth-nut-cracker,ears-tiny-fan,horn-beech,back-ronin,tail-cottontail,0.0,0.0"
"0xf6e23987985e1a4516f7fd0a44dc68b76499c5608f55f13b8e8b496724ba8430,7381552,Aquatic,3.0,""0,000999"",""3,93"",2024-05-27 11:12:37,0,0,0,1.0,0.0,eyes-clear,mouth-risky-fish,ears-bubblemaker,horn-shoal-star,back-goldfish,tail-koi,0.0,0.0"
"0x548d3fa83dc03fddd5f0c7064686080beea6291e9b41532662703122dbfb85eb,9105086,Plant,2.0,""0,00126319"",""4,97"",2024-05-27 11:12:34,0,0,0,9.0,1.0,eyes-confused,mouth-serious,ears-rosa,horn-leaf-bug,back-pumpkin,tail-hatsune,0.0,0.0"
"0x91b57b017871a2d92ab1fedadaf5108b69f8e894cd505910996e84546003548e,8798734,Dusk,0.0,""0,00095008"",""3,74"",2024-05-27 11:12:34,0,0,0,1.0,0.0,eyes-topaz,mouth-tiny-turtle,ears-pogona,horn-lagging,back-snail-shell,tail-thorny-caterpillar,0.0,0.0"
"0x1e74847fcaf6d9a898af0c1137bf48794aa127722e930df821e23b73d83dac99,10497388,Plant,0.0,""0,00101392"",""3,99"",2024-05-27 11:12:31,0,0,0,1.0,0.0,eyes-papi,mouth-zigzag,ears-hollow,horn-cactus,back-bidens,tail-gravel-ant,0.0,0.0"
"0xa748a47918640cf58368543ef5af94371f14c1e2c6865f2b65ff515bff14895a,1602488,Plant,3.0,""0,00099402"",""3,91"",2024-05-27 11:12:22,0,0,0,1.0,0.0,eyes-papi,mouth-serious,ears-lotus,horn-cactus,back-pumpkin,tail-carrot,0.0,0.0"
"0xacb06f92063ebcd502c9edff868c50039062712c06d68e4f56f3e17f51991eaf,2178147,Beast,2.0,""0,00079844"",""3,14"",2024-05-27 11:12:22,0,0,0,1.0,0.0,eyes-nerdy,mouth-nut-cracker,ears-swirl,horn-eggshell,back-furball,tail-nut-cracker,0.0,0.0"
"0xeb36fe9f4ee84eb5eda07b6e957c2006589360660c78147ac100ae500c45fd81,7908146,Plant,4.0,""0,0015"",""5,9"",2024-05-27 11:12:13,0,0,0,1.0,0.0,eyes-papi,mouth-zigzag,ears-leafy,horn-leaf-bug,back-garish-worm,tail-yam,0.0,0.0"
"0x04ffec8cc763e17d5cfee7a81566ee2731c0d7b9404c8ffec3bd569b290b9e41,6954316,Reptile,1.0,""0,0009"",""3,54"",2024-05-27 11:12:10,0,0,0,1.0,0.0,eyes-cucumber-slice,mouth-tiny-turtle,ears-lotus,horn-kestrel,back-snail-shell,tail-thorny-caterpillar,0.0,0.0"
"0xb2cf561eac1ef7ea419246d4a641834ae33142584c9711a0bcae84dc439664c8,296905,Plant,4.0,""0,00085"",""3,34"",2024-05-27 11:12:07,0,0,0,1.0,0.0,eyes-confused,mouth-serious,ears-hollow,horn-cactus,back-pumpkin,tail-yam,0.0,0.0"
"0xbb528a8478b0251cf7fb6590c6b9a268bb3ba4558d7091817697ac149ff85ca8,10392634,Aquatic,3.0,""0,00137902"",""5,43"",2024-05-27 11:12:04,0,0,0,9.0,1.0,eyes-telescope,mouth-cute-bunny,ears-risky-bird,horn-dual-blade,back-risky-beast,tail-nimo,0.0,0.0"
"0xd4266734d3ef47c0077f7dde27d808b00809c1d66fcd5dfdae4b91c13b9659f2,7400691,Aquatic,5.0,""0,00129874"",""5,11"",2024-05-27 11:11:52,0,0,0,9.0,1.0,eyes-clear,mouth-catfish,ears-inkling,horn-shoal-star,back-goldfish,tail-koi,0.0,0.0"
"0x868cb7752619fe21f3c4f1943344b38640c1b0f1a5a4c54f5c38801c229ebe56,180650,Bird,4.0,""0,0017"",""6,69"",2024-05-27 11:11:40,0,0,0,1.0,0.0,eyes-mavis,mouth-little-owl,ears-early-bird,horn-kestrel,back-raven,tail-swallow,0.0,0.0"
"0x1e9265349b1c537fd6bfa2b35ac5b6104d2738a6490415d746d12dbd3c5273cf,7209690,Plant,0.0,""0,00096217"",""3,79"",2024-05-27 11:11:40,0,0,0,9.0,1.0,eyes-papi,mouth-serious,ears-leafy,horn-leaf-bug,back-pumpkin,tail-yam,0.0,0.0"
"0x515f2b1e524f9bb5a508f26be84e025efeff2eae1e38af39dd926361ddfa301e,7435058,Plant,3.0,""0,00085"",""3,34"",2024-05-27 11:11:34,0,0,0,1.0,0.0,eyes-papi,mouth-serious,ears-lotus,horn-cactus,back-pumpkin,tail-carrot,0.0,0.0"
"0x66e19dab2c2430f879bd52517648293e2366f4adf520b71088a3d5c6d9c1153e,2474166,Plant,4.0,""0,00093678"",""3,69"",2024-05-27 11:11:34,0,0,0,1.0,0.0,eyes-papi,mouth-serious,ears-rosa,horn-leaf-bug,back-pumpkin,tail-carrot,0.0,0.0"
"0x79a6d51616f9f199a24f4e0497fb9b17102be33420f57d2b939e9c080f95e839,2292246,Reptile,2.0,""0,0008"",""3,15"",2024-05-27 11:11:28,0,0,0,7.0,0.0,eyes-neo,mouth-axie-kiss,ears-small-frill,horn-incisor,back-bone-sail,tail-tiny-dino,0.0,0.0"
"0x8ba757623597479c8322e66359630eedc87f0a6c03464674f7e0838f9e1404df,8660510,Plant,0.0,""0,00085"",""3,34"",2024-05-27 11:11:16,0,0,0,1.0,0.0,eyes-papi,mouth-serious,ears-lotus,horn-cactus,back-pumpkin,tail-carrot,0.0,0.0"
"0xfe3b3eddbbcd6761440b29b5d59153b96813feec60c75a26dfbb07c483c2208e,5853143,Aquatic,0.0,""0,00080586"",""3,17"",2024-05-27 11:11:16,0,0,0,1.0,0.0,eyes-clear,mouth-kotaro,ears-bubblemaker,horn-scaly-spoon,back-goldfish,tail-wall-gecko,0.0,0.0"
"0xb9cc5029fde4aa498d26bc5da7dc76ea9924b49aa49bafea2f01b14a4df354da,4727409,Plant,1.0,""0,00085"",""3,34"",2024-05-27 11:11:04,0,0,0,1.0,0.0,eyes-confused,mouth-serious,ears-lotus,horn-cactus,back-shiitake,tail-yam,0.0,0.0"
